epoch,train_loss,train_energy,train_residual,train_residual_raw,val_loss,val_energy,val_residual,val_residual_raw,lr,residual_ramp,effective_residual_weight
38,7.12716590881474e-05,6.993031866702456e-05,0.0026826804416980278,2.558403383765089e-13,7.132784958230332e-05,7.020689372438937e-05,0.0022419095039367676,2.138051834101734e-13,0.00019218631515885003,1.0,0.0005
39,7.102240919790593e-05,6.988507454279589e-05,0.0022746690142489336,2.1692933505542733e-13,7.135768828447908e-05,7.021460623946041e-05,0.0022861608304083347,2.1802530484130167e-13,0.0001917754625683981,1.0,0.0005
40,7.076512344410421e-05,6.93868963843038e-05,0.002756453788113165,2.628759124487378e-13,7.145822019083425e-05,7.033239671727642e-05,0.002251632045954466,2.1473233889797438e-13,0.00019135454576426006,1.0,0.0005
41,7.096037635642846e-05,6.976571837755836e-05,0.0023893158334323157,2.278629077764832e-13,7.13494882802479e-05,7.017461757641286e-05,0.0023497650399804115,2.24091063630652e-13,0.00019092361090470685,1.0,0.0005
42,7.042107756853388e-05,6.921621450416397e-05,0.0024097262846179686,2.298094017784296e-13,7.119804649846628e-05,7.014453149167821e-05,0.002107039326801896,2.0094296777732612e-13,0.00019048270524660196,1.0,0.0005
43,7.054712428510094e-05,6.941195391907783e-05,0.0022703399388435282,2.1651648510978355e-13,7.126605487428606e-05,7.013666618149728e-05,0.002258791821077466,2.1541519653126007e-13,0.00019003187714021935,1.0,0.0005
44,7.08332051961067e-05,6.964075035253792e-05,0.002384909620050783,2.274426966264071e-13,7.121374801499769e-05,7.018458563834429e-05,0.002058351645246148,1.9629968223827676e-13,0.00018957117602394128,1.0,0.0005
45,7.057245633312327e-05,6.943993552556356e-05,0.002265040666038581,2.1601110505527787e-13,7.121982343960553e-05,7.018483302090317e-05,0.00207000900991261,1.974114231459434e-13,0.00018910065241883677,1.0,0.0005
46,7.093778216493142e-05,6.976099554113886e-05,0.002353573610643083,2.2445426492672684e-13,7.13000918040052e-05,7.018353790044785e-05,0.0022331131622195244,2.129662684266856e-13,0.00018862035792312145,1.0,0.0005
47,7.078819106613144e-05,6.966868090399903e-05,0.002239018981542312,2.135294852690529e-13,7.118649227777496e-05,7.015449955360964e-05,0.0020639884751290083,1.9683722967539508e-13,0.00018813034520649919,1.0,0.0005
48,7.070391278583714e-05,6.958871344360917e-05,0.002230398512792663,2.1270737277764434e-13,7.117278437362984e-05,7.022615318419412e-05,0.001893256907351315,1.805550744722953e-13,0.00018763066800438633,1.0,0.0005
49,7.074528190769034e-05,6.941867912369701e-05,0.002653205650858581,2.530294022873609e-13,7.182304398156703e-05,7.047751569189131e-05,0.002691065426915884,2.5663995126094796e-13,0.00018712138111201895,1.0,0.0005
50,7.084293894753871e-05,6.958292079477776e-05,0.0025200361555631637,2.4032937020639797e-13,7.119904330465943e-05,7.01338576618582e-05,0.002130373613908887,2.0316825207877115e-13,0.00018660254037844386,1.0,0.0005
51,7.035992561121297e-05,6.920628319198455e-05,0.002307284376741845,2.2003977923827829e-13,7.113288302207366e-05,7.013711729086936e-05,0.0019915217999368906,1.8992630818753797e-13,0.00018607420270039436,1.0,0.0005
52,7.057780687503864e-05,6.963512665390874e-05,0.001885359873995185,1.7980192573809926e-13,7.105316035449505e-05,7.008181273704395e-05,0.0019427015213295817,1.8527041879823347e-13,0.00018553642601605065,1.0,0.0005
53,7.002460373214336e-05,6.895393855333076e-05,0.002141329961023846,2.0421313457986338e-13,7.11179236532189e-05,7.008833199506626e-05,0.0020591767970472574,1.963783682109449e-13,0.0001849892692986864,1.0,0.0005
54,7.032211097963628e-05,6.925740702989337e-05,0.002129408708473636,2.0307623685108926e-13,7.112040475476533e-05,7.009528781054541e-05,0.002050261478871107,1.955282181824447e-13,0.00018443279255020152,1.0,0.0005
55,7.009051613888498e-05,6.90544510982394e-05,0.0020721303299069405,1.976137403248139e-13,7.098799687810242e-05,7.006757368799299e-05,0.0018408299656584859,1.7555522194376977e-13,0.00018386705679454242,1.0,0.0005
56,7.035207250984228e-05,6.941182110202104e-05,0.0018805027446093952,1.7933871356787622e-13,7.097899651853368e-05,7.009552064118907e-05,0.0017669664230197668,1.685110791139685e-13,0.00018329212407100997,1.0,0.0005
57,7.03219057729673e-05,6.926630836244578e-05,0.002111194480676204,2.0133918992066865e-13,7.15569913154468e-05,7.019830809440464e-05,0.0027173575945198536,2.591474127303095e-13,0.0001827080574274562,1.0,0.0005
58,7.039843959796984e-05,6.918226229618856e-05,0.0024323547870646845,2.319674228202644e-13,7.116873166523874e-05,7.014127186266705e-05,0.0020549020264297724,1.9597073529914466e-13,0.00018211492091337042,1.0,0.0005
59,7.057774755748588e-05,6.953485507885057e-05,0.002085784079222861,1.9891586610030166e-13,7.120957161532715e-05,7.018005271675065e-05,0.002059053862467408,1.9636665882748205e-13,0.00018151277957285543,1.0,0.0005
60,7.068593142814619e-05,6.962998255187551e-05,0.0021118975572003906,2.0140624162303291e-13,7.102884410414845e-05,7.00782984495163e-05,0.0019010958494618535,1.8130259121264258e-13,0.00018090169943749476,1.0,0.0005
61,7.04742675317625e-05,6.95484929364885e-05,0.001851548933053105,1.7657746219180158e-13,7.115049083949998e-05,7.009641558397561e-05,0.002108147135004401,2.0104859617398052e-13,0.00018028174751911146,1.0,0.0005
62,7.03442282876063e-05,6.927246419255132e-05,0.002143527203539418,2.0442267651907923e-13,7.113093306543306e-05,7.013782305875793e-05,0.0019862286280840635,1.8942150365602872e-13,0.00017965299180241963,1.0,0.0005
63,7.037026869326483e-05,6.937779545620226e-05,0.0019849468756593385,1.8929928053442748e-13,7.091660518199205e-05,7.00178716215305e-05,0.0017974465154111385,1.714178386909293e-13,0.000179015501237569,1.0,0.0005
64,7.013403746433619e-05,6.918733511850143e-05,0.0018934043365041332,1.80569102601273e-13,7.095702312653884e-05,7.005179941188544e-05,0.0018104348564520478,1.726564719103582e-13,0.00017836934573258397,1.0,0.0005
65,7.025835089981398e-05,6.932955246588405e-05,0.0018575976472505827,1.7715431264678404e-13,7.104952237568796e-05,7.009005639702082e-05,0.0019189398735761642,1.830043956001573e-13,0.00017771459614569708,1.0,0.0005
66,7.031251386822186e-05,6.94434457434878e-05,0.0017381362800517957,1.6576158777105566e-13,7.097468915162608e-05,7.00479286024347e-05,0.0018535031704232097,1.7676382276302083e-13,0.00017705132427757892,1.0,0.0005
67,7.02423360238199e-05,6.93258018947159e-05,0.0018330685097834695,1.7481503045920225e-13,7.101900700945407e-05,7.004831422818825e-05,0.0019413995323702693,1.851463047545382e-13,0.00017637960286346423,1.0,0.0005
68,7.032647865066715e-05,6.934397588030167e-05,0.001965005230947824,1.8739749884631136e-13,7.103218376869336e-05,7.005435327300802e-05,0.0019556544721126556,1.8650571809598199e-13,0.00017569950556517563,1.0,0.0005
69,7.00301856248466e-05,6.913704505600667e-05,0.0017862812767862894,1.7035305166211412e-13,7.084506069077179e-05,7.001241465331987e-05,0.0016653004568070173,1.5881542500366386e-13,0.00017501110696304596,1.0,0.0005
70,7.023080609742774e-05,6.939542010698815e-05,0.0016707722048306744,1.5933725300235615e-13,7.11416796548292e-05,7.006136002019048e-05,0.0021606481168419123,2.0605541470146427e-13,0.00017431448254773944,1.0,0.0005
71,7.00962396044584e-05,6.901365270743431e-05,0.0021651736154789263,2.064870399507039e-13,7.113988976925611e-05,7.004174403846264e-05,0.0021962972823530436,2.094552016638357e-13,0.00017360970871197344,1.0,0.0005
72,7.035593160376805e-05,6.935669585738836e-05,0.0019984713684514923,1.905890774151687e-13,7.088665734045208e-05,7.005825318628922e-05,0.001656770589761436,1.5800193456112083e-13,0.00017289686274214118,1.0,0.0005
73,7.029766055569842e-05,6.937873843264119e-05,0.0018378440182166712,1.7527045819564917e-13,7.093398016877472e-05,7.003573409747332e-05,0.0017964765429496765,1.7132531558803482e-13,0.00017217602280983623,1.0,0.0005
74,7.046615570227189e-05,6.952801259566036e-05,0.0018762861678408365,1.7893658711677063e-13,7.090470171533525e-05,7.006210216786712e-05,0.0016852152766659856,1.6071463550173387e-13,0.00017144726796328034,1.0,0.0005
75,7.025371685474164e-05,6.91917871413121e-05,0.0021238593755574043,2.0254701158446015e-13,7.102191011654213e-05,7.002478378126398e-05,0.001994259422644973,1.901874111757268e-13,0.00017071067811865476,1.0,0.0005
76,7.033060929812965e-05,6.948374073668304e-05,0.0016937376447890143,1.6152740530587316e-13,7.079992792569101e-05,6.997969467192888e-05,0.00164048804435879,1.5644908599957846e-13,0.00016996633405133658,1.0,0.0005
77,7.029245898593217e-05,6.951170668136171e-05,0.0015615044868061857,1.48916670194656e-13,7.081624062266201e-05,6.999787001404911e-05,0.0016367307398468256,1.5609082494420778e-13,0.0001692143173870407,1.0,0.0005
78,7.009412119090083e-05,6.9162063621245e-05,0.0018641147387640203,1.7777582878571515e-13,7.089276186889037e-05,7.002980419201776e-05,0.0017259150044992566,1.6459607927923198e-13,0.0001684547105928689,1.0,0.0005
79,7.019890040668296e-05,6.942372728174679e-05,0.001550345673715159,1.4785247890277607e-13,7.074764289427549e-05,6.997859600232914e-05,0.001538092503324151,1.4668390742496318e-13,0.0001676875969682661,1.0,0.0005
80,7.008214360813343e-05,6.931584641155866e-05,0.0015325945914501987,1.4615960769799183e-13,7.082527008606121e-05,6.998040771577507e-05,0.0016897325403988361,1.6114544323497099e-13,0.00016691306063588586,1.0,0.0005
81,7.033759187433427e-05,6.945684978391154e-05,0.0017614850371886614,1.6798830083044834e-13,7.081028161337599e-05,7.000959158176556e-05,0.0016013444401323795,1.527161101570751e-13,0.00016613118653236524,1.0,0.0005
82,7.007467600919496e-05,6.931540874420997e-05,0.0015185342566899451,1.4481870819973654e-13,7.073907181620598e-05,6.99801166774705e-05,0.0015179123729467392,1.4475940791121994e-13,0.00016534206039901063,1.0,0.0005
83,7.02687669880846e-05,6.950034126560441e-05,0.0015368509931110981,1.4656553023492423e-13,7.074570748955011e-05,6.996413139859214e-05,0.0015631242422387004,1.4907113087339607e-13,0.00016454576877239513,1.0,0.0005
84,6.993394012077537e-05,6.898589172278199e-05,0.0018960957748862773,1.8082577873686264e-13,7.083371747285128e-05,7.003520295256749e-05,0.0015970231033861637,1.523039913587862e-13,0.00016374239897486904,1.0,0.0005
85,7.026194349637697e-05,6.945944409442561e-05,0.0016049986825545587,1.5306459754332774e-13,7.092151645338163e-05,7.001842459430918e-05,0.0018061994342133403,1.7225262015363452e-13,0.0001629320391049838,1.0,0.0005
86,7.030566090271982e-05,6.951531419980387e-05,0.0015806945453208509,1.507467753230899e-13,7.075122994137928e-05,6.997553282417357e-05,0.0015514050610363483,1.4795353527399802e-13,0.0001621147780278311,1.0,0.0005
87,7.020472894201719e-05,6.94350944240025e-05,0.0015392686137771707,1.4679609047840622e-13,7.075210305629298e-05,6.999504694249481e-05,0.0015141349285840988,1.44399127529303e-13,0.00016129070536529771,1.0,0.0005
88,6.994200052527743e-05,6.919197150667877e-05,0.0015000585571199783,1.430567276629248e-13,7.077457121340558e-05,6.997591844992712e-05,0.0015973318368196487,1.523334545528235e-13,0.00016045991148623756,1.0,0.0005
89,6.99049250816658e-05,6.918259045420909e-05,0.0014446680907602028,1.3777428254706984e-13,7.068520062603056e-05,6.996335287112743e-05,0.0014437289210036397,1.3768473123773606e-13,0.00015962248749656164,1.0,0.0005
90,6.978273844559503e-05,6.901451940963961e-05,0.001536437527323931,1.4652609657299532e-13,7.08722072886303e-05,7.00095115462318e-05,0.0017253844998776913,1.6454550124788553e-13,0.00015877852522924737,1.0,0.0005
91,7.033032417924822e-05,6.952613959152062e-05,0.001608368421715321,1.5338596149896026e-13,7.085923425620422e-05,7.00081218383275e-05,0.0017022325191646814,1.6233757773372742e-13,0.00015792811723426794,1.0,0.0005
92,6.961459871105281e-05,6.883618766165701e-05,0.0015568213963533862,1.4847005332363942e-13,7.072369771776721e-05,6.996245065238327e-05,0.0015224688686430454,1.4519394258942497e-13,0.00015707135676844327,1.0,0.0005
93,7.030192439018165e-05,6.959183088314357e-05,0.0014201872409873846,1.3543960770188747e-13,7.066303078318015e-05,6.995051080593839e-05,0.0014250313397496939,1.3590157102970346e-13,0.00015620833778521315,1.0,0.0005
94,6.974382095149386e-05,6.89789396069423e-05,0.0015297624365410815,1.4588950916247723e-13,7.080339128151536e-05,6.99960146448575e-05,0.0016147688729688525,1.5399634963487313e-13,0.00015533915492433448,1.0,0.0005
95,6.997452084945862e-05,6.913710918309072e-05,0.0016748222623067766,1.5972349393915208e-13,7.068293052725494e-05,6.995878356974572e-05,0.0014482990372925997,1.3812055340602092e-13,0.00015446390350150278,1.0,0.0005
96,7.03387581240149e-05,6.961483918761802e-05,0.0014478376024734166,1.3807655041767982e-13,7.087550329742953e-05,7.000437472015619e-05,0.0017422678647562861,1.6615562278918944e-13,0.00015358267949789974,1.0,0.0005
97,7.035275990285484e-05,6.956474113641149e-05,0.0015760370188834683,1.5030260008914798e-13,7.080481736920774e-05,6.996157753746957e-05,0.0016864616191014647,1.608335182699469e-13,0.00015269557954966786,1.0,0.0005
98,6.995439394752068e-05,6.919716765030714e-05,0.0015144525756822678,1.4442944872464639e-13,7.075049506966025e-05,6.997270247666165e-05,0.0015555963618680835,1.4835321285235764e-13,0.0001518027009373131,1.0,0.0005
99,7.006231218406741e-05,6.917750813615493e-05,0.0017696083641721536,1.6876300325115915e-13,7.071367872413248e-05,6.995588046265766e-05,0.0015156001318246126,1.445388811893364e-13,0.00015090414157503722,1.0,0.0005
100,6.947770970774877e-05,6.874011591731933e-05,0.0014751883493973163,1.4068492090324347e-13,7.067406113492325e-05,6.994542491156608e-05,0.0014572528889402747,1.3897445748454335e-13,0.00015000000000000007,1.0,0.0005
101,6.977707170782674e-05,6.895677457362319e-05,0.001640593156542124,1.5645915162228996e-13,7.088496931828558e-05,7.001919584581628e-05,0.0017315595177933574,1.6513438565787103e-13,0.00014909037536151417,1.0,0.0005
102,6.994662495128716e-05,6.92202062918252e-05,0.0014528377470955,1.3855340079459502e-13,7.066123362164944e-05,6.996525917202234e-05,0.0013919456396251917,1.3274627165722752e-13,0.0001481753674101716,1.0,0.0005
103,7.020519546655369e-05,6.952884242479232e-05,0.0013527060667510634,1.2900410191812377e-13,7.062520307954401e-05,6.99246083968319e-05,0.0014012135798111558,1.3363012682076486e-13,0.00014725507648690549,1.0,0.0005
104,6.990799232942479e-05,6.923959314254886e-05,0.0013367992675847422,1.2748710955332285e-13,7.068040576996282e-05,6.994021532591432e-05,0.0014803678495809436,1.4117887089416803e-13,0.00014632960351198626,1.0,0.0005
105,7.030714162175496e-05,6.9545486856102e-05,0.0015233086848284228,1.4527403366054418e-13,7.063486555125564e-05,6.99496449669823e-05,0.0013704487355425954,1.3069619442685615e-13,0.00014539904997395477,1.0,0.0005
106,6.980680546356302e-05,6.909726986215624e-05,0.0014190714790533155,1.3533319974779177e-13,7.066089165164158e-05,6.991625559749082e-05,0.0014892671024426818,1.4202755724973537e-13,0.00014446351791849282,1.0,0.0005
107,6.953286639931691e-05,6.881907238956478e-05,0.0014275874907024584,1.3614535078718486e-13,7.059528434183449e-05,6.992239650571719e-05,0.001345802447758615,1.283456983270162e-13,0.00014352310993723285,1.0,0.0005
108,6.990562640998702e-05,6.928398388327431e-05,0.0012432843914365996,1.1856883598091737e-13,7.057563198031858e-05,6.99216325301677e-05,0.0013080018106848001,1.2474079386613768e-13,0.00014257792915650734,1.0,0.0005
109,6.973819626629415e-05,6.911378110644518e-05,0.0012488300873605945,1.1909771640464147e-13,7.060467032715678e-05,6.992274575168267e-05,0.0013638336677104235,1.30065310735214e-13,0.0001416280792260402,1.0,0.0005
110,6.991955185293267e-05,6.929539899752176e-05,0.001248305067577857,1.1904764601880376e-13,7.061514043016359e-05,6.99358424753882e-05,0.0013585914857685566,1.2956538511348092e-13,0.0001406736643075801,1.0,0.0005
111,6.95688090133244e-05,6.88629750245235e-05,0.0014116669673535783,1.3462704922529027e-13,7.062747317831963e-05,6.993886199779809e-05,0.0013772215461358428,1.3134209431858723e-13,0.00013971478906347814,1.0,0.0005
112,7.005857974113265e-05,6.945216850677537e-05,0.0012128221115760378,1.156637270558234e-13,7.056311733322218e-05,6.989733810769394e-05,0.001331544597633183,1.2698600038250213e-13,0.0001387515586452104,1.0,0.0005
113,6.956302401041454e-05,6.89161815128084e-05,0.0012936841645199112,1.23375333455988e-13,7.065251702442765e-05,6.99183510732837e-05,0.001468332251533866,1.4003108026426625e-13,0.00013778407868184683,1.0,0.0005
114,6.984558076818741e-05,6.906034783026109e-05,0.0015704656144114749,1.4977126809365766e-13,7.07537546986714e-05,6.998204480623826e-05,0.0015434364322572947,1.4719359086624861e-13,0.0001368124552684679,1.0,0.0005
115,6.966470453150223e-05,6.89525899114245e-05,0.0014242287212193516,1.358250319840703e-13,7.0975671405904e-05,6.997487071203068e-05,0.0020016070920974016,1.9088814459233133e-13,0.0001358367949545301,1.0,0.0005
116,6.98051411190891e-05,6.895944546667417e-05,0.0016913915899487496,1.6130366686475747e-13,7.062347140163183e-05,6.995662261033431e-05,0.0013337074778974056,1.2719224274076318e-13,0.00013485720473218162,1.0,0.0005
117,6.978456162792331e-05,6.910649565308971e-05,0.0013561316171929367,1.2933078627433236e-13,7.059940980980173e-05,6.990986003074795e-05,0.0013790774391964078,1.3151906321819118e-13,0.00013387379202452925,1.0,0.0005
118,6.951911311292768e-05,6.88867063618707e-05,0.001264812919544056,1.20621957706118e-13,7.05374768585898e-05,6.991287227720022e-05,0.0012492049718275666,1.1913346286036852e-13,0.0001328866646738584,1.0,0.0005
119,6.942100915663197e-05,6.876265868382781e-05,0.0013167010107219723,1.2557039114264993e-13,7.060814095893875e-05,6.991426926106215e-05,0.0013877240708097816,1.3234365318047503e-13,0.00013189593092980707,1.0,0.0005
120,7.005885894059093e-05,6.936629814829804e-05,0.0013851213290640232,1.320954607546072e-13,7.064275996526703e-05,6.991365080466494e-05,0.0014582242583855987,1.390671161127094e-13,0.00013090169943749482,1.0,0.0005
121,6.98205726852609e-05,6.922678425079369e-05,0.0011875772902000127,1.132561933652423e-13,7.055069727357477e-05,6.988868699409068e-05,0.0013240088010206819,1.2626729631488864e-13,0.00012990407922560873,1.0,0.0005
122,6.979925116973977e-05,6.919790252202617e-05,0.0012026970418785715,1.1469812454155568e-13,7.053781155264005e-05,6.99021402397193e-05,0.0012713157339021564,1.2124211411310842e-13,0.00012890317969444724,1.0,0.0005
123,6.985203355602068e-05,6.914236217784553e-05,0.0014193429901675021,1.353590923677571e-13,7.059707422740757e-05,6.994661089265719e-05,0.0013009487884119153,1.2406815483832767e-13,0.00012789911060392302,1.0,0.0005
124,6.999154671359712e-05,6.9332940225742e-05,0.0013172130906457175,1.2561922635345967e-13,7.054070010781288e-05,6.990036490606144e-05,0.0012806630693376064,1.22133545139326e-13,0.00012689198206152665,1.0,0.0005
125,6.966409520088238e-05,6.906387469656291e-05,0.0012004407758082626,1.1448294986195358e-13,7.05469137756154e-05,6.990100519033149e-05,0.0012918218271806836,1.2319774378172915e-13,0.00012588190451025218,1.0,0.0005
126,6.921572097225936e-05,6.863186989271603e-05,0.0011677021886837685,1.1136075431726116e-13,7.050749263726175e-05,6.989661778789014e-05,0.0012217345647513866,1.1651366449341033e-13,0.00012486898871648554,1.0,0.0005
127,6.920105091521074e-05,6.85088168010826e-05,0.001384467947083699,1.3203314841693016e-13,7.061289943521842e-05,6.991633563302457e-05,0.0013931301655247808,1.328592455236005e-13,0.00012385334575785816,1.0,0.0005
128,6.9722499929258e-05,6.902441828831304e-05,0.0013961635334654,1.33148526972193e-13,7.059932249831036e-05,6.993106217123568e-05,0.0013365073828026652,1.274592681833192e-13,0.00012283508701106566,1.0,0.0005
